,Apt,Rooms,Surface,Picture_Url,Location,Date,Price
78,Joli Appartement F4 à louer à Kalia zone de captage,3 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c3a19a545d30a2b708b391cf3b4a716d/-/horizon-files-prod/ed/picture/qpdp0r6x/7df09b1d81dca9300db0fe970afab1f14d2d0a48.jpg,"['Zone de captage,', 'Dakar']","mercredi, 13:15","['450', '000 F Cfa']"
79,Magnifique duplex grand standing cité keur gorgui,4 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ef509600aa321efea3f0cbe62af4b77c/-/horizon-files-prod/ed/picture/q0gpppje/359e44367967da042898e08657bb4e47c3119968.jpg,"['Cité keur gorgui,', 'Dakar']","mercredi, 13:10","['1', '500', '000 F Cfa']"
80,Appartement type F5 vue sur mer Almadies corniche,4 chambre,225 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/873ac2f88907244decc10d1fd9e08cb4/-/horizon-files-prod/ed/picture/q0gp9nnj/bb92b921ac8d58285b3b7c339206458800a6d50a.jpg,"['Almadies,', 'Dakar']","mercredi, 13:10","['2', '200', '000 F Cfa']"
81,Appartements neufs aux Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4a955e25cd5ccc0a6a2b237651e638d1/-/horizon-files-prod/ed/picture/q49gpw8/67a82b83754138f818a20b644299ce007c58262d.jpg,"['Mamelles,', 'Dakar']","22. nov. '22, 15:06","['550', '000 F Cfa']"
82,Bel appartement de 3 chambres aux almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fa095a52099dcd465f91882783fbf7ce/-/horizon-files-prod/ed/picture/qx4n4gm/7e8d62f7ed78102f27a19060b1d5dc6f92875ac0.jpg,"['Almadies,', 'Dakar']","28. nov. '22, 12:37","['500', '000 F Cfa']"
83,Appartement aux Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b703b64eacb3c3b695b98b89890bb08d/-/horizon-files-prod/ed/picture/q6x7gd9g/29b51a11ca4725848d3c84bb2745a5fde7f885b0.jpg,"['Mamelles,', 'Dakar']","mercredi, 11:57","['425', '000 F Cfa']"
84,Bel appartement à Ngor Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6946df8d5349a6cc4cb736a1455c6a6d/-/horizon-files-prod/ed/picture/q78vkwwx/4380c151919ed0ccd28f64e85e093afabe1dda27.jpg,"['Ngor,', 'Dakar']","mercredi, 09:47","['850', '000 F Cfa']"
85,Un appartement neuf à louer aux Almadies,3 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/51f5431a4807d82c1a2c26ef6cd80def/-/horizon-files-prod/ed/picture/q8v0xnjj/59756539a4b5a783bf807ca8a7167b4f4dbfb38b.jpg,"['Almadies,', 'Dakar']","mardi, 21:07","['900', '000 F Cfa']"
86,Appartement a louer Parcelles Assainies,100 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4086eabebb625941cd742ea397ef5df7/-/horizon-files-prod/ed/picture/qrz2pkd2/277c48e1f88bb3dc29290f56dbb4d49a717daa4d.jpg,"['Parcelles Assainies,', 'Dakar']","mardi, 16:59","['180', '000 F Cfa']"
87,Appartement F3 spacieux à Mermoz Sotrac,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/66d520226d991cb12b47766aef1f2940/-/horizon-files-prod/ed/picture/qe6j8q6/50b10b8016d1d58434890ee68f17ed0cc3ab4c3f.jpg,"['Mermoz,', 'Dakar']","mardi, 13:37","['400', '000 F Cfa']"
88,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
89,Superbe appartement à louer au plateau,3 chambre,215 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/345b1f2f3174176f60a18e8b9a0f5512/-/horizon-files-prod/ed/picture/qendmr8z/778089f7ff173ac7a50c6771e16500a45d7a8bcd.jpg,"['Plateau,', 'Dakar']","mardi, 12:39","['1', '200', '000 F Cfa']"
90,Appartement à louer au virage,3 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/95764e73d4c61ca85f22bb253378591d/-/horizon-files-prod/ed/picture/qzv272vr/eea3aeac82d7d20ef2766a75becb34269dd004ec.jpg,"['Yoff,', 'Dakar']","mardi, 11:55","['1', '500', '000 F Cfa']"
91,Studios à louer à fass Delorme,1 chambre,80 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9c73f5d0d206e1aece97a8329fc84e2a/-/horizon-files-prod/ed/picture/qpdp404m/85d53561b14693bf27a3aa81fbe0e54b46de72e4.jpg,"['Gueule-Tapée,', 'Dakar']","mardi, 11:52","['330', '000 F Cfa']"
92,Appartement f5 de 300 m2 à louer à ngor almadies,4 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c5c154882bd9451b84187845c4d1157e/-/horizon-files-prod/ed/picture/qrz245v9/e428ba944e0ab458ae9f16bbbd3b64e10eb8055b.jpg,"['Almadies,', 'Dakar']","mardi, 11:37","['2', '600', '000 F Cfa']"
93,Appartement f4 avec terrasse à louer aux almadies,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4d556fe55b757658228a333322e4777a/-/horizon-files-prod/ed/picture/qxnm8vn/890a80729fcc5554bdd5f59cc79ab1c2c11bb598.jpg,"['Ngor,', 'Dakar']","mardi, 11:36","['1', '600', '000 F Cfa']"
94,Appartements f4 neufs à louer à point E,3 chambre,140 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1279c16c2c8ceecec6f09856930c6772/-/horizon-files-prod/ed/picture/q2xze66/153a51645a1088b11fd39f712493e594e4769f4a.jpg,"['Point-e,', 'Dakar']","mardi, 11:36","['1', '000', '000 F Cfa']"
95,Studio neuf à Nord Foire,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/69b58d2f867fb7b2f80450bcfcea9f68/-/horizon-files-prod/ed/picture/qpxejq2/3296756464bb9101591cfa80230d9eda1013ddeb.jpg,"['Nord foire,', 'Dakar']","mardi, 10:17","['200', '000 F Cfa']"
96,Bel appartement aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b801dd73ade7b1d765a5382928fa29fe/-/horizon-files-prod/ed/picture/qpdp704p/dd98afd4098f177bfa0f747fc2c95ae6a3190736.jpg,"['Almadies,', 'Dakar']","mardi, 10:16","['500', '000 F Cfa']"
97,Appartement spacieux à Liberté 6,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e6d6779454ad166ff3b46f65f015e537/-/horizon-files-prod/ed/picture/qng5645e/d171b9887fd81f57f4e3167258d73b74da0557e0.jpg,"['Liberte 6,', 'Dakar']","mardi, 10:16","['300', '000 F Cfa']"
98,Appartement grand standing à louer à OUAKAM,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c11c098dda25a57185e74c74471cffd2/-/horizon-files-prod/ed/picture/q60w6vd/dbca99570a45c2928af422057679afd21086d81a.jpg,"['Ouakam,', 'Dakar']","mardi, 09:59","['1', '200', '000 F Cfa']"
99,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
100,DES APPARTEMENTS F4 et F2 A LOUER A SACRÉ CŒUR,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/562d227811295ac1c71aec9662b0bf25/-/horizon-files-prod/ed/picture/q78ve22q/b829e147a1d7e2dc1d79af877fdbc9bb60bbfbac.jpg,"['Sacré-cœur,', 'Dakar']","mardi, 07:17","['900', '000 F Cfa']"
101,A LOUE APPARTEMENT ET STUDIO,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/107170fe2793530e64cfbb004c8a2694/-/horizon-files-prod/ed/picture/q0gperq8/26400156c8221c1b593ba91a14aecfc237ffc1c8.jpg,"['Hann maristes,', 'Dakar']","mardi, 07:17","['450', '000 F Cfa']"
102,Magasin à louer,2 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9e6e3d0b16b0ceea786ea23d7605d14f/-/horizon-files-prod/ed/picture/q0gpz7dd/5467cb1da0db46e982dfdc22ce4c1c4f7c658c85.jpg,"['Ouakam,', 'Dakar']","mardi, 00:42","['1', '000', '000 F Cfa']"
103,Appartement à louer,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fc86e79e2b0fd11e5699a494b652cb90/-/horizon-files-prod/ed/picture/q78vekvn/d2ef314c0f93123c7ae5a4c57d8d3b5f77bb0a1c.jpg,"['Sacré-cœur,', 'Dakar']","mardi, 00:41","['550', '000 F Cfa']"
104,Appartement F4 ultra moderne ALMADIES,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c7d7dc882345f0d5d8e81dc842f5635d/-/horizon-files-prod/ed/picture/qr40vkx/bb50a3b82bd929226d3d5675ae3425e6329bc66f.jpg,"['Almadies,', 'Dakar']","lundi, 18:20","['2', '000', '000 F Cfa']"
105,APPARTEMENTS HAUT DE GAMME F3,3 chambre,216 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c670bed8210e531bb3888c6ffcdd8094/-/horizon-files-prod/ed/picture/q9ez060/bde2118baca234b1297c9fc4d2b7d83fb3835070.jpg,"['Point-e,', 'Dakar']","lundi, 18:20","['1', '700', '000 F Cfa']"
106,SUBLIME PENTHOUSE F6 / 390 m2,5 chambre,390 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/81209b18589e0635aa7c5e0fe1392199/-/horizon-files-prod/ed/picture/qnmv59z/a0b826f404957528a49bc78c2055ab7b18732693.jpg,"['Point-e,', 'Dakar']","lundi, 18:19","['3', '000', '000 F Cfa']"
107,Apparemment neuf 2 chambres salon BATRIN,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d87042d5eff8089f908889535c72867d/-/horizon-files-prod/ed/picture/qm5m4776/76a351c7e1c42b21df90f3f88f19920b6016fb01.jpg,"['Ouakam,', 'Dakar']","lundi, 18:12","['350', '000 F Cfa']"
108,Loft duplex meublé pièds dans l'eau avec 2 terrasses,2 chambre,350 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d95b8649dbd2d714f8c541f5f33a42f1/-/horizon-files-prod/ed/picture/qxjdv4j4/d0928c664513713429305470351f627264f1896d.jpg,"['Virage,', 'Dakar']","lundi, 11:37","['1', '500', '000 F Cfa']"
109,Plateaux de bureaux à louer almadies,400 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/483ee8544c859e5dd207b2b99e233e60/-/horizon-files-prod/ed/picture/qng5pgqz/5bb3290a3ffc273aac2ad3d1e8400efbfefaa470.jpg,"['Almadies,', 'Dakar']","dimanche, 18:30","['2', '000', '000 F Cfa']"
110,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
111,Appartement avec terrasse à louer,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/216f987fdd76ab77dd3311b04332c65d/-/horizon-files-prod/ed/picture/q78v56rj/ba5d7216d69a08e96b0ac341a72961855ed5c55d.jpg,"['Almadies,', 'Dakar']","dimanche, 10:28","['650', '000 F Cfa']"
112,STUDIO MEUBLÉ AUX MAMELLES,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/96d7b73beffebfd321f8b54e09e9141f/-/horizon-files-prod/ed/picture/qkrm4vrp/b4a09fe53b44539e0d222f0463954ca638b97e6b.jpg,"['Mamelles,', 'Dakar']","mercredi, 09:50","['500', '000 F Cfa']"
113,Appartement F4 tout neuf à Sotrac Mermoz,3 chambre,167 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8c32f9b4b5125e5efa376baab8663509/-/horizon-files-prod/ed/picture/qp4j8v0/35f9ca9465cf5922b938f20ec68a7f9fd2af5300.jpg,"['Mermoz,', 'Dakar']","samedi, 10:13","['1', '500', '000 F Cfa']"
114,Appartement F3 avec piscine aux Almadies,2 chambre,110 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/92ff14f0bcbec712e5b14811e880bb05/-/horizon-files-prod/ed/picture/q50pv6g/7def3a3662a911c76c471d391eda95c116451ef2.jpg,"['Almadies,', 'Dakar']","samedi, 10:11","['600', '000 F Cfa']"
115,STUDIO À LOUER CITÉ AVION,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ad07cd8772fd1666ebe9bbb1776ff466/-/horizon-files-prod/ed/picture/qzv2n67q/a1e608587593a97d8817c5ea917d6b72a38d5b1f.jpg,"['Cité avion,', 'Dakar']","samedi, 10:11","['250', '000 F Cfa']"
116,Appartement Ngor/ Almadie,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/893539bd5d6ea2b443e6cedbf140f270/-/horizon-files-prod/ed/picture/q8v062ez/9a30d0800f259aa4d69c05a7037647853ff40932.jpg,"['Almadies,', 'Dakar']","samedi, 04:19","['650', '000 F Cfa']"
117,Appartement f2 à golf sud vue sur mer,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/17f327a33827afb62733a595288fb52c/-/horizon-files-prod/ed/picture/q2ermpk/f6023e1ffddf4291da9e7e1c076549f027c6dc82.jpg,"['Golf,', 'Dakar']","vendredi, 22:21","['300', '000 F Cfa']"
118,Appartement f5 à louer au plateau,4 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5788259324893343ffb44d968e117ea7/-/horizon-files-prod/ed/picture/qrz200x9/b4740f06afa401e6dd1fb4a87a44420596d356b8.jpg,"['Plateau,', 'Dakar']","lundi, 13:21","['3', '300', '000 F Cfa']"
119,Appartement f4 à louer à la corniche de Fann,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a6ce4927bccf17ea6028022d036b67d7/-/horizon-files-prod/ed/picture/q8v069m6/46243becb15146bc745fb6d715ad23bd39b8a037.jpg,"['Fann,', 'Dakar']","lundi, 13:30","['3', '350', '000 F Cfa']"
120,Un appartement neuf à louer à ngor Almadies,3 chambre,160 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/707fc8b3eab8b256986ecdceef1c4917/-/horizon-files-prod/ed/picture/q0gpedww/6b6de8b8057ace58d3c7733f7fcb12457398c64b.jpg,"['Ngor,', 'Dakar']","vendredi, 15:45","['500', '000 F Cfa']"
121,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
122,Appartement f5 à louer à nord foire,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5e40f16eea392e4eae7490e3607d3f8e/-/horizon-files-prod/ed/picture/qge6z82/a573a3e807296483d000789ea5b266f68b085eb3.png,"['Nord foire,', 'Dakar']","vendredi, 14:21","['500', '000 F Cfa']"
123,Appartement à louer à sicap foire,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b16f66fa9360329217b15c5a14a8c58a/-/horizon-files-prod/ed/picture/q6x7w58n/4c40f253034423402c97e1064eaadfe2f757266b.png,"['Sicap foire,', 'Dakar']","vendredi, 14:20","['325', '000 F Cfa']"
124,Appartement Haut Standing type F4 à la Zone de recasement,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c1d5642e31dd53bd174ae8c2ee0ce258/or%3D90/horizon-files-prod/ed/picture/qgq5nwnr/a1f0d151f162e491293a92b5f536caeed5af7732.jpg,"['Almadies,', 'Dakar']","jeudi, 12:26","['800', '000 F Cfa']"
125,Joli appartement standing à louer à ngor virage,2 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4cb585ee27b6e5831dc623223c3d14bb/-/horizon-files-prod/ed/picture/qm8kndr/6947b2004d0a93842c70ae9008eb6b342016d835.jpg,"['Ngor,', 'Dakar']","vendredi, 11:55","['750', '000 F Cfa']"
126,Joli appartement à louer à ngor virage zone calme,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c9e3396b4feb5c91ddef0f532c7357f8/-/horizon-files-prod/ed/picture/qpxxm5r/b8f4540d0ca4975cf4af4acac630099e145708bc.jpg,"['Ngor,', 'Dakar']","vendredi, 11:54","['700', '000 F Cfa']"
127,Appartement f4 a louer,150 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/92b6fa1e5d1bdaa6c707f418dd10c85d/or%3D0/horizon-files-prod/ed/picture/qgq5ed74/e987752572e927ad97aaf06d1fca8c0a3407d960.jpg,"['Fass,', 'Kaolack']","vendredi, 09:44","['700', '000 F Cfa']"
128,Des Appartements Neufs De Type F3 À Louer Aux Mamelles,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7cc7273a9002963830b108fa18101523/-/horizon-files-prod/ed/picture/qv4m8vqx/6804bb2608a3ff72faf9e73460161b595d7f8dcd.jpg,"['Mamelles,', 'Dakar']","vendredi, 11:53","['500', '000 F Cfa']"
129,Des Appartements Neufs De Type F4 À Louer Aux Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bae9760270b712548f61e89bcf84d7dd/-/horizon-files-prod/ed/picture/qv4m872v/9c17b3bdf163581965bd39430d5f07bb44639e5c.jpg,"['Mamelles,', 'Dakar']","vendredi, 09:27","['700', '000 F Cfa']"
130,APPARTEMENT DUPLEX VUE SUR LA MER A NGOR VIRAGE,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e2a8253052c9d49cb540ae9653e296fb/-/horizon-files-prod/ed/picture/q2jze0pe/14734435da1c7d13882361228c5588b0d62d0f5e.jpg,"['Virage,', 'Dakar']","vendredi, 09:27","['2', '000', '000 F Cfa']"
131,Appartement spacieux aux Almadies,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/88a9bc6771b35b38015d309f6e756117/-/horizon-files-prod/ed/picture/qpk852v/a4a13cb3a5941e3d376fdba52f4fa7b341a1b04b.jpg,"['Almadies,', ' Dakar']","vendredi, 08:53","['350', '000 F Cfa']"
132,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
133,Appartement à louer à mermoz,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7fd5735f64b13fc2a8e25b479fc41d6f/-/horizon-files-prod/ed/picture/qendnn6k/4bc99f45f4659a3a6bf46a07345566c69236a99a.jpg,"['Mermoz,', 'Dakar']","jeudi, 22:44","['1', '100', '000 F Cfa']"
134,SUPERBE APPARTEMENT F4 RÉSIDENCE MERMOZ,3 chambre,170 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b9e881f3988c2043e584dd26dd79341d/-/horizon-files-prod/ed/picture/qgq5nw69/065056ac84c109b6d95fb47244d1256879a86131.jpg,"['Mermoz,', 'Dakar']","jeudi, 17:42","['1', '600', '000 F Cfa']"
135,SUPERBE APPARTEMENT F4 RESIDENCE MEMOZ,3 chambre,170 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a89f7d73f04a080f972baeb85371fe70/-/horizon-files-prod/ed/picture/qwemvpx4/4acbd615fb96a2f4dc4e2495a151a475456d0bca.jpg,"['Mermoz,', 'Dakar']","jeudi, 17:42","['1', '500', '000 F Cfa']"
136,Très jolie duplex F4 au king fath,3 chambre,160 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2c5ac8e68fbb8e28f8c4932609e236cb/-/horizon-files-prod/ed/picture/qv4m7enx/c313036d817c29078b152d441bdc92b9a3888b1a.jpg,"['Almadies,', 'Dakar']","jeudi, 13:40","['2', '000', '000 F Cfa']"
137,Appartement F4 aux Maristes,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/eb418eebacbfad74ca0e99ed54f410c0/-/horizon-files-prod/ed/picture/qrz2ex0g/80cb633676702e9c61f769141594e425db8486f4.jpg,"['Hann maristes,', 'Dakar']","jeudi, 10:32","['600', '000 F Cfa']"
138,Appartement aux Maristes 2,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/464b54008422c374510b7e02f1604fe8/-/horizon-files-prod/ed/picture/qwem4025/2347aac8fbaffa11a428859b629a0db7047aeb5c.jpg,"['Hann maristes,', 'Dakar']","mardi, 15:46","['225', '000 F Cfa']"
139,Duplex à louer,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2293c4872a7d8a49cef9234b0f1684f3/-/horizon-files-prod/ed/picture/q56wjm56/37039ea07e8fed75ab26442cb39d41506805a146.jpg,"['Mamelles,', 'Dakar']","mercredi, 16:38","['500', '000 F Cfa']"
140,Appartement 3 chambres à louer au Plateau,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/287fbffa5a2ffa88b527de4911cc34ba/-/horizon-files-prod/ed/picture/q6x7pgmd/93394e90c7fababb9748e6f83ce0de0088c96946.jpg,"['Point-e,', 'Dakar']","mercredi, 16:25","['1', '000', '000 F Cfa']"
141,Appartement à louer aux Almadies,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b972da0f25af38f4ae3bd7345fdea5e3/-/horizon-files-prod/ed/picture/qv4mz6gm/56fba1cfee7b0837c81719de859462ec27d84cb3.jpg,"['Almadies,', 'Dakar']","mardi, 12:18","['1', '000', '000 F Cfa']"
142,Petite corniche (Plateau),4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e778a6421f17f24e2d1de3c1302adf5d/-/horizon-files-prod/ed/picture/q44jkz0r/b485814609216d61c7cb738b31a0376c03f27019.jpg,"['Plateau,', 'Dakar']","mercredi, 12:10","['3', '000', '000 F Cfa']"
143,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
144,Petite corniche (Plateau) Appartement de 3 chambres,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8f8e016cb7a6758a82d101199ee0a37b/-/horizon-files-prod/ed/picture/qj4mk86d/63efa92d003c8458fbc59e6c5a4c9f24a28ec3e2.jpg,"['Plateau,', 'Dakar']","mercredi, 12:07","['2', '500', '000 F Cfa']"
145,Magnifique duplex à louer ouest foire,4 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9d59e9f2bcdfa942b278856ab7d5615a/-/horizon-files-prod/ed/picture/q6x7ppvj/e70153c8411ff15f7d3f63557b6b734477d42314.jpg,"['Ouest foire,', 'Dakar']","mercredi, 10:34","['500', '000 F Cfa']"
146,Appartement 2 chambres salon à Dakar plateau,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e5d978bc6fdcc4d799f638c8d1501dd9/-/horizon-files-prod/ed/picture/qgq5xxpe/bc3b1e7826f4b129e46806e453db437337f3fcd2.jpg,"['Plateau,', 'Dakar']","mercredi, 10:13","['700', '000 F Cfa']"
147,Magnifique appartement moderne,4 chambre,140 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b195ca0be3868230cc572da7b8327941/-/horizon-files-prod/ed/picture/qpdpvd0m/dfb9b8d3582296368294ed0fe03b3126db151b90.jpg,"['Mermoz,', 'Dakar']","mardi, 15:45","['1', '500', '000 F Cfa']"
148,Appartement à Ngor almadies,3 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7880d963c063619958b78a0867b9d704/-/horizon-files-prod/ed/picture/q2jzwrpv/6bfbadbc218d97597b48dfae7124c369cb895698.jpg,"['Almadies,', 'Dakar']","mercredi, 09:34","['500', '000 F Cfa']"
149,Jolie Appartement à Mermoz sotrac,2 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7eea7ee1c34d47c23cb187437ed12b13/-/horizon-files-prod/ed/picture/qrz2jz44/c6c5afe84e9a691fe9ef7152613a3fa6c1639c0c.jpg,"['Mermoz,', 'Dakar']","mercredi, 09:34","['425', '000 F Cfa']"
150,Mermoz Appartement F5 à louer,4 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d82946a8d4e11b15eec228790a9db663/-/horizon-files-prod/ed/picture/q8v08nv7/ae21efe23ead3c79e0d4c5730bc81546bd525c41.jpg,"['Mermoz,', 'Dakar']","mardi, 20:39","['1', '300', '000 F Cfa']"
151,Des studios touts neufs à louer à Derklé,1 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/853de2ab1814ac82aca346fab850445f/-/horizon-files-prod/ed/picture/qq4q0n9w/5d5c4f9ad8992d94e74c36be0b4bb4e826e20670.jpg,"['Derkle,', 'Dakar']","mardi, 20:15","['225', '000 F Cfa']"
152,Appartement neuf grand standing aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0839b14f057cdcb97f00c8c6467c0302/-/horizon-files-prod/ed/picture/q2p29md/a27a5533637f4b5db21931be2132153e0f0f5a03.jpg,"['Almadies,', 'Dakar']","mardi, 16:53","['500', '000 F Cfa']"
153,Appartement Corniche Mamelles,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/82fa3e54a5ceabd7a204943aa57487e3/-/horizon-files-prod/ed/picture/qq4qk06w/4d1898739a7aabe6198972c5567c0463bcc224fa.jpg,"['Mamelles,', 'Dakar']","mardi, 16:52","['325', '000 F Cfa']"
154,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
155,Studio avec terrasse privée aux Almadies,1 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/573b6f1f51aaaf2cbb4bfd3c4e8d8373/-/horizon-files-prod/ed/picture/qrz2v8k4/e9091ec9fc190f64f9a160d3d2c6e422fe4780fd.jpg,"['Almadies,', 'Dakar']","mardi, 16:52","['350', '000 F Cfa']"
