,Apt,Rooms,Surface,Picture_Url,Location,Date,Price
1178,appartement f4 neuf à louer cité mourtada,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1cf73e048398fd715d4c042927783c35/-/horizon-files-prod/ed/picture/qz7p4zx/18d8eaf4fc98ec38c6a1d318ec8dd85ab069458c.jpg,"['VDN,', 'Dakar']","14. juin '22, 16:00","['700', '000 F Cfa']"
1179,Appartement f6 haut standing à louer à keur gorgui,5 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/73cc438ea7aa1811164da7de65c08db5/-/horizon-files-prod/ed/picture/q4gdkj5/7f28aafba1f11a4710f8adfe9edfdacfce27c5c6.jpg,"['Sacré-cœur,', 'Dakar']","13. juin '22, 17:40","['1', '000', '000 F Cfa']"
1180,Studios à louer maristes,70 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3837160262a0295273345d2d1ab48b10/-/horizon-files-prod/ed/picture/qqjd7ww/39f223d882fd4c2a62d8cc1cb0eba0c1df56c65f.jpg,"['Hann maristes,', 'Dakar']","13. juin '22, 14:39","['175', '000 F Cfa']"
1181,Appartement meublées à louer à Scat Urban,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/34bf22b0143d4db5148416e75a781376/-/horizon-files-prod/ed/picture/qn49v50/b622ba2ef0794a7057f596d866eaa9157167d7b9.jpg,"['Hlm grand-yoff,', 'Dakar']","14. oct. '22, 08:57","['20', '000 F Cfa']"
1182,Appartement de standing f4 Corniche Mermoz,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/331534c61fb200a664bff70704cb0075/-/horizon-files-prod/ed/picture/q5exp5n/7801ec2bfb4694a00dda26d201da75384a3e347f.jpg,"['Fenêtre mermoz,', 'Dakar']","10. juin '22, 17:10","['2', '200', '000 F Cfa']"
1183,Appartement F3 à louer Cité Mbackiyou Faye,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9c6f91a89414e8c3613ebd86ce88e622/or%3D0/horizon-files-prod/ed/picture/qk4n2ww/de4a1681a266609965a771b83b16e9ee4a5cb1ae.jpg,"['Mamelles,', 'Dakar']","24. mai '22, 13:10","['500', '000 F Cfa']"
1184,Joli appartement F3 a Ngor extension,2 chambre,120 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2a95f2fcfac4c3aaf9b627a375c541bc/-/horizon-files-prod/ed/picture/qz7zqgd/6ec32174b78ab665bd9bb849f19c0562ad20a698.jpg,"['Ngor,', 'Dakar']","9. juin '22, 11:45","['200', '000 F Cfa']"
1185,Appartement de haut standing à louer à Fenêtre Mermoz,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/974ec83f8bfc545e9f3890fb78d1c7e7/-/horizon-files-prod/ed/picture/qn40zjv/aa1e016ed158d81b8a5c90b415d2dfde3e5ffd3d.jpg,"['Fenêtre mermoz,', 'Dakar']","27. oct. '22, 16:39","['3', '500', '000 F Cfa']"
1186,Jolie appartement a Ngor- Almadies,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/045e68fbdb853d7cf1dfb9d2be39a09c/-/horizon-files-prod/ed/picture/qdvrxnm/8e65c62e9b79943210cb44891fb4f1cfccdb6a3d.jpg,"['Almadies,', 'Dakar']","8. juin '22, 10:26","['425', '000 F Cfa']"
1187,Appartement à louer Neuf à Ouakam,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f292e349520084af7fb48cc7e7c0295a/-/horizon-files-prod/ed/picture/qe65gwx/b9c262e3072d3391b64c0e3ecb8a49c306e2d3f3.jpg,"['Ouakam,', 'Dakar']","7. juin '22, 15:15","['400', '000 F Cfa']"
1188,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1189,Trois chambres all Standing à louer par mois,3 chambre,170 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/232e7c56a94edcf6c9f33767b04458a0/-/horizon-files-prod/ed/picture/qk4w04z/2f825144284b8b7a80020d544f8276c55bdbea63.jpg,"['Mamelles,', 'Dakar']","6. juin '22, 12:16","['750', '000 F Cfa']"
1190,Appartement à louer aux almadies,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/857305bc1bf830e72170d8cf8f097d56/-/horizon-files-prod/ed/picture/qz9499k/1fbe42b14a25a88cf53cdc8703e7028408b75935.jpg,"['Almadies,', 'Dakar']","4. juin '22, 20:33","['900', '000 F Cfa']"
1191,Joli appartement standing à louer aux almadies zone calme,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3b670446bcdc9da5e6a1f2b9f94efb46/-/horizon-files-prod/ed/picture/qw65m6p/6df80a2b4c04e954fd9c0052ba9e370fe5a940e7.jpg,"['Almadies,', 'Dakar']","4. juin '22, 14:24","['1', '000', '000 F Cfa']"
1192,Joli appartement à louer à ouakam zone calme,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9a40bf5ebefa948535cd77a8ee9cbe5e/-/horizon-files-prod/ed/picture/qd5wx55/f00460395e418e8bcfdf5cb025a9ca7714906115.jpg,"['Ouakam,', 'Dakar']","4. juin '22, 14:21","['400', '000 F Cfa']"
1193,Duplex F5 à louer à Virage,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6f6baed09bc7ecc9d11df7b8736d1b27/-/horizon-files-prod/ed/picture/qg07kjk/c8099812b3734f9fa77b84dc8d1875d344d80ecb.jpg,"['Virage,', 'Dakar']","7. nov. '22, 20:22","['850', '000 F Cfa']"
1194,Bel appartement F4 à louer fenetre mermoz,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/068f518efac034477500d7a24a7df000/-/horizon-files-prod/ed/picture/qvqv52x/c74f14ac8ff4477847cc41d2c22e32f68b63f214.jpg,"['Fenêtre mermoz,', 'Dakar']","3. juin '22, 19:01","['1', '600', '000 F Cfa']"
1195,belle appartement a louer almadi,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5fe0db0a9dcea4433fb75e4c77338178/-/horizon-files-prod/ed/picture/q7exjex/913fa2d4c015041f2ca1083062a2cacf64048326.jpg,"['Almadies,', 'Dakar']","3. juin '22, 12:21","['1', '200', '000 F Cfa']"
1196,Appartement à louer aux Almadies,3 chambre,170 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5e89e1ea08c5e89fccd7e237e8abf786/-/horizon-files-prod/ed/picture/q7zxekn/94f055ec0b933881035ec23abce4e899b8a22cbe.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 12:25","['1', '300', '000 F Cfa']"
1197,Appartement non meublé à louer à Virage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4bd2b49e88bc54a3c74bff8c2e17ed02/-/horizon-files-prod/ed/picture/qrpqwrq/e70a17a87a5ad2bae88444ba359a7230d7cf59b4.jpg,"['Virage,', 'Dakar']","8. nov. '22, 12:24","['1', '800', '000 F Cfa']"
1198,Joli appartement F4 avec piscine,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/408285cf0070fd760c63786a7f0506e5/-/horizon-files-prod/ed/picture/qw9d8ng/6b850b416e02d35171b2c831e31c9cc9cf96da05.jpg,"['Ngor,', 'Dakar']","1. juin '22, 17:29","['1', '000', '000 F Cfa']"
1199,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1200,Joli appartement F3 a Ngor extension,2 chambre,130 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d068c822361d0df81003d2a3bb171d93/-/horizon-files-prod/ed/picture/qnmpe6k/43469f9e3b9b806786aefb179b656ab609e18e4a.jpg,"['Ngor,', 'Dakar']","1. juin '22, 17:26","['275', '000 F Cfa']"
1201,Appartement de standing à la sicap baobab,2 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6c32fe51550ad82cd3cb36329c8da058/-/horizon-files-prod/ed/picture/q26v966/46b15537d8997dd76e45ba0c7c64a8db94e43f8f.jpg,"['Sicap baobab,', 'Dakar']","1. juin '22, 11:32","['400', '000 F Cfa']"
1202,Appartement de standing à louer à la cité keur gorgui,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0c0a42c7bd9fc2f221651751906c4efd/-/horizon-files-prod/ed/picture/qwdene6/cdf63e6d272367e7c70131ee8b2432e86c8f4f6f.jpg,"['Cité keur gorgui,', 'Dakar']","1. juin '22, 11:31","['500', '000 F Cfa']"
1203,Joli studio à louer aux Mamelle zone calme,1 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7f22f3e724086ce84031c7ba7221f8ef/-/horizon-files-prod/ed/picture/qmzrj5r/0cb1265793bb4239fa9dd0a088e054cbba2a0816.jpg,"['Mamelles,', 'Dakar']","1. juin '22, 11:02","['259', '000 F Cfa']"
1204,Appartement F5 Sacré-Coeur,4 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c0f0227f7b456e56f6159bb39bc7177f/-/horizon-files-prod/ed/picture/q5ek0vp/5e5f129b2b08f5a2edd5b8fceb7380d7426d75ee.jpg,"['Sacré-cœur,', 'Dakar']","1. juin '22, 10:19","['850', '000 F Cfa']"
1205,Appartement neuf à ngor extension,2 chambre,130 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c951231964e1fbe5d33dab0635047630/-/horizon-files-prod/ed/picture/q492ne2/904c98f6daf6e11548cd78078a35b36dcbb43411.jpg,"['Ngor,', 'Dakar']","1. juin '22, 09:25","['250', '000 F Cfa']"
1206,Joli appartement neuf RDC almadies,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6c349d1e2617e52d481bd838b5e55804/-/horizon-files-prod/ed/picture/q8e2r0n/c2480717a29e231c1f5dfaefec245b9a0a7017e8.jpg,"['Almadies,', 'Dakar']","31. mai '22, 14:55","['300', '000 F Cfa']"
1207,Duplex avec vue sur mer au Virage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/035b692e8aed1742502fcd143e90a888/-/horizon-files-prod/ed/picture/qrpj7zn/cd3a614f01ae3ec16177b32c568774475a161b78.jpg,"['Virage,', 'Dakar']","31. mai '22, 14:49","['1', '500', '000 F Cfa']"
1208,Appartement Corniche Mamelles,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d4e4d55817c487ba94f4af546e1e3e74/-/horizon-files-prod/ed/picture/qv65kep/26f92f4fe6be91110b13e5dad7c0afc286d03b6f.jpg,"['Mamelles,', 'Dakar']","31. mai '22, 11:00","['450', '000 F Cfa']"
1209,Appartement avec jardin privé,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ac0f4ec2ac521a2bd2514559a7efbe2e/-/horizon-files-prod/ed/picture/q9vvjg5/f21147cefac8168ae489a8bce94c0e7576f90571.jpg,"['Fann,', 'Dakar']","31. mai '22, 10:18","['1', '100', '000 F Cfa']"
1210,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1211,magnifique appartement f4 route du méridien,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bcfb380e615bf6a8b74df17b1ac54852/-/horizon-files-prod/ed/picture/qx0wrd4/dbb0c37777e2052155511d6afa993aff80443394.jpg,"['Almadies,', 'Dakar']","30. mai '22, 16:47","['1', '200', '000 F Cfa']"
1212,Joli appartement à louer à ngor virage zone calme,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c6dbf2e9146134737dc2a0f6cbc949e3/-/horizon-files-prod/ed/picture/q8ejr60/a0cf2585c5c2f76926d7aa07cf8c8f4beee7b678.jpg,"['Ngor,', 'Dakar']","30. mai '22, 12:15","['900', '000 F Cfa']"
1213,Appartement F4 en location,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/968e1f2a66f084e73287b8cc85e10759/-/horizon-files-prod/ed/picture/qvrzdz5/a141e9ae5ba130c1d193bd4c3945bee33fc94904.jpg,"['Point-e,', 'Dakar']","30. mai '22, 09:58","['1', '300', '000 F Cfa']"
1214,Appartement F2 à louer à Mermoz extension,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/021a6dfe278b7c99af28c0f11d59f6ad/-/horizon-files-prod/ed/picture/qdgeg5j/ffbc1f2e9b2a500102d80746fc7cc8a6c81c2a35.jpg,"['Mermoz,', 'Dakar']","27. mai '22, 12:05","['275', '000 F Cfa']"
1215,Appartement à louer aux Almadies,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ab19daa0d285107688fac777838202c1/-/horizon-files-prod/ed/picture/q2e45p2/7404edbbb3179f8bb31059498b96f7cc3dc1e6b0.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 12:21","['2', '300', '000 F Cfa']"
1216,Appartement de haut standing à louer au virage,3 chambre,180 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3d8ed7debc9489e7f53a8cae2ec4cd07/-/horizon-files-prod/ed/picture/q0vdw4k/4002524e62a803e080114e8a3c19bdb035b04f6d.jpg,"['Virage,', 'Dakar']","27. mai '22, 08:24","['1', '000', '000 F Cfa']"
1217,Joli studio a louer aux mamelles zone calme,1 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bf4ffd86622cc48a781fe615fb63ff6f/-/horizon-files-prod/ed/picture/qmw7mkd/28e65582414cc4599ab358040ab4aff4ec77745e.jpg,"['Mamelles,', 'Dakar']","25. mai '22, 20:30","['207', '000 F Cfa']"
1218,Moderne appartement de 2 chambres,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3574f2e679b18e75aecbdc0265fc4c24/-/horizon-files-prod/ed/picture/qnmm6mr/284dfa28e64bddc1071e57f70e8fb9d2b788e145.jpg,"['Sicap baobab,', 'Dakar']","20. sept. '22, 15:55","['350', '000 F Cfa']"
1219,Appartement-Villa F5 piscine privée location Fann résidence,4 chambre,550 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2485a81f63dec93208cbad430c46c258/-/horizon-files-prod/ed/picture/qdv7jpw/566d10dc435d874536b9f323b9b81a9ec15e45ff.jpg,"['Fann,', 'Dakar']","23. mai '22, 16:05","['4', '000', '000 F Cfa']"
1220,Appartement à louer à Ngor,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/85bd743192f719a4086ae85abeabeb40/-/horizon-files-prod/ed/picture/qe08xmd/80902ab2ded7e350db3e364f36f861812e6e93a7.jpg,"['Ngor,', 'Dakar']","8. nov. '22, 12:16","['1', '300', '000 F Cfa']"
1221,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1222,Appartements à louer Keur Ndiaye Lo,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/346d93871842c3de51d841b407464061/-/horizon-files-prod/ed/picture/qx07zen/5716c60a0d16ce267fefa303e96d294cad1d2485.jpg,"['Keur ndiaye lô,', 'Dakar']","4. oct. '22, 09:43","['200', '000 F Cfa']"
1223,Appartement neuf à la cité biaguy,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/945f57f36e7386df8338120b45a64a30/-/horizon-files-prod/ed/picture/qkengxp/f1f3571aa56cf42554a48f7bb39f49daa5bc6d1d.jpg,"['Cité biagui,', 'Dakar']","22. mai '22, 12:06","['600', '000 F Cfa']"
1224,Appartement f4 corniche Mermoz,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ae2a5dca68c56a232afad4418da3e91e/-/horizon-files-prod/ed/picture/qpvvz6m/e4d1437bbf77bb825c8bb089bc93fa160c4edb24.jpg,"['Fenêtre mermoz,', 'Dakar']","20. mai '22, 16:52","['1', '800', '000 F Cfa']"
1225,Magnifique F5 avec piscine (Corniche),4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5c9cbe28aabf596fd30b16a8f3abcca5/-/horizon-files-prod/ed/picture/q86qnkj/e23e6727c9cf8a29916b34cc7d20d52b1144b0be.jpg,"['Fenêtre mermoz,', 'Dakar']","20. mai '22, 16:51","['2', '500', '000 F Cfa']"
1226,Appartement de 2 chambres - STANDING - Almadies,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5a7f05e0073c87fefa5aa634393104f5/-/horizon-files-prod/ed/picture/qpz4qvw/65b287c40410579887030c0dcd1534b70f3e61c8.jpg,"['Almadies,', 'Dakar']","8. déc. '22, 12:58","['1', '050', '000 F Cfa']"
1227,APPARTEMENT DE LUXE GRAND STANDING,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/da0eacc263210cd4ab2fe49e155f95e6/-/horizon-files-prod/ed/picture/q6ewpgv/dc1a880bd9170f6f1d9e89b5c32c1889d632f9fd.jpg,"['Fann,', 'Dakar']","20. sept. '22, 10:38",None
1228,Appartement à louer vers le collège sacré cœur,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6091acc418c014a84adf5f42b2acbe56/-/horizon-files-prod/ed/picture/qqjk55n/e1e0103ca77cbf7726eb1d33016f9ad3d7f53066.jpg,"['Sacré-cœur,', 'Dakar']","20. mai '22, 10:41","['650', '000 F Cfa']"
1229,Appartement neuf vue mer à louer aux almadies,3 chambre,180 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/39910c09a16268b8d62372c1d9e5620a/-/horizon-files-prod/ed/picture/qgn7q8e/e81e0368a93061fa57da224682814dd612de4822.jpg,"['Almadies,', 'Dakar']","20. mai '22, 08:45","['1', '500', '000 F Cfa']"
1230,Appartement F4 à louer à Mermoz Batrain,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a43e91f9545d16520ba1b35b11bbe85e/-/horizon-files-prod/ed/picture/qe088d6/b1489e05b0812bfbc8e28f4883ac3baaa67c841d.jpg,"['Mermoz,', 'Dakar']","16. sept. '22, 11:58","['750', '000 F Cfa']"
1231,Bel appartement de standing neuf à Ouakam corniche,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3fac6f28b198865d29309f34e407f0a0/-/horizon-files-prod/ed/picture/qxr4d9q/21cd91a4b1ec4550cfe978cace46c5468d3b7310.jpg,"['Ouakam,', 'Dakar']","18. mai '22, 10:26","['1', '400', '000 F Cfa']"
1232,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1233,Joli appartement à louer à ngor virage zone calme,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4c993d48adc952b21b3f417e071bf6a1/-/horizon-files-prod/ed/picture/qme494g/432c527b9643f0a3d026180dcdf10f90e06f1c2a.jpg,"['Ngor,', 'Dakar']","17. mai '22, 13:31","['750', '000 F Cfa']"
1234,Des apprts commerciaux à louer à Sacré Coeur 3,1 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/963e38e407ff5b5e56475d5357e49403/-/horizon-files-prod/ed/picture/qn82e0x/1e6ca78da5da89552d06fa453f1f778a04887172.jpg,"['Liberte 6 extension,', 'Dakar']","17. mai '22, 02:02","['600', '000 F Cfa']"
1235,APPARTEMENT F4 À NGOR ALMADIES,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a68c5f279283e575036c4f9dbdf6281d/-/horizon-files-prod/ed/picture/qje70vr/8624d0bdc1ac1725bb5633245581bcdc125be784.jpg,"['Almadies,', 'Dakar']","16. mai '22, 18:56","['1', '200', '000 F Cfa']"
1236,APPARTEMENT F4 GRAND STANDING NEUF POINT E,3 chambre,216 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fae083e803c2a5d007e845773a1e2949/-/horizon-files-prod/ed/picture/q4vpnn4/13e26303d573b1742e9d465d5b6c94a5c41b6a6c.jpg,"['Point-e,', 'Dakar']","16. mai '22, 18:55","['1', '500', '000 F Cfa']"
1237,Appartement dans résidence de haut standing à Point E,3 chambre,234 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/02f10da08a729e66969d4ee9e1b465c4/-/horizon-files-prod/ed/picture/q6p8g07/3776e2048572b9c48acc1501c7593a772c82c549.jpg,"['Point-e,', 'Dakar']","16. mai '22, 17:59","['1', '500', '000 F Cfa']"
1238,Appartement a louer sur la Corniche des Mamelles,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3ab7263a71c8677ffcd51ccf8a510bfc/-/horizon-files-prod/ed/picture/qr99rnj/6a9ba778d2112dff824885fb2d01dbc7ccfda88a.jpg,"['Mamelles,', 'Dakar']","13. mai '22, 12:33","['500', '000 F Cfa']"
1239,Appartement a la Cite Biagui,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f81989c4c4638768b9ce50f05fc93aad/-/horizon-files-prod/ed/picture/qw44g7m/f237a1088c35926bc076ce53dc4c5521bd07e064.jpg,"['Cité biagui,', 'Dakar']","13. mai '22, 12:32","['500', '000 F Cfa']"
1240,Appartement neuf a louer aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0c908db2353d46071838f47cf44bc7fa/-/horizon-files-prod/ed/picture/qgxxmrk/5641a6ef64cf5a63106f39663b5cb878b742e326.jpg,"['Almadies,', 'Dakar']","13. mai '22, 12:32","['500', '000 F Cfa']"
1241,Appartement neuf standing à sicap foire,2 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cea920271ce9b94e2ca7726d31d128ec/-/horizon-files-prod/ed/picture/qpezw2j/3136a806ed1b2556851b1f843b4e238c5b3e142b.jpg,"['Sicap foire,', 'Dakar']","12. mai '22, 13:41","['275', '000 F Cfa']"
1242,Appartement à louer à Virage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e7a82260e7c2119d82ea007ba2fcdaa1/-/horizon-files-prod/ed/picture/migrated/q8pn7w6/8991891d0653831f9b29a418a9459ea7473e3708.jpg,"['Yoff,', 'Dakar']","12. mai '22, 09:14","['1', '000', '000 F Cfa']"
1243,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1244,Appartemment rdc avec garage,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f8797bfcf8465c3f628b300d0a4f5f1d/-/horizon-files-prod/ed/picture/qxvnnej/1ae75fb3e35ea7119e4903b18fcea1dcc49b2b6f.jpg,"['Zac Mbao,', 'Dakar']","11. mai '22, 11:36","['180', '000 F Cfa']"
1245,Appartement à louer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bec658150fc852b7272470f3c248947f/-/horizon-files-prod/ed/picture/q7z02e8/ade848c66a42e227e7693c37e580a4651d2a3e9e.jpg,"['Zac Mbao,', 'Dakar']","11. mai '22, 11:36","['200', '000 F Cfa']"
1246,Appartement à louer au almadie,3 chambre,170 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7290dbc36596bfb0412b00264c7dd9f6/-/horizon-files-prod/ed/picture/q9vxv25/c2b5d54c8f56ff8d41211fe5efde710af074febc.jpg,"['Almadies,', 'Dakar']","11. mai '22, 10:33","['850', '000 F Cfa']"
1247,Studio neuf meublé à louer virage,1 chambre,60 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cc70552f1a9cda6e7b9bb09f653c947c/-/horizon-files-prod/ed/picture/qzkzg0g/9d164638cfb3cbdba31a5da8e8171d4c8aaeee4c.jpg,"['Virage,', 'Dakar']","11. mai '22, 01:06","['600', '000 F Cfa']"
1248,Appartement à louer aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d20af92dfa9ecec4bdcfe24f42e77255/-/horizon-files-prod/ed/picture/qre64n8/a5fcc271654906847b7e0ec4fadb7d8dcd151202.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 12:16","['1', '350', '000 F Cfa']"
1249,Appartement non meublé à louer aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e91c61f158f7973883f8435c0d1a06f1/-/horizon-files-prod/ed/picture/qrp2jd2/81d1649c5531132c14be6ee868d1a34ec7f52786.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 12:15","['1', '400', '000 F Cfa']"
1250,Appartement non meublé à louer aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c8d51feb2ca5e336a8aa9d93dac09e7a/-/horizon-files-prod/ed/picture/q6e7m64/a2f3d156a0a267457dc7d337074b4909ef19f581.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 12:14","['1', '000', '000 F Cfa']"
1251,Bel appartement F4 à louer à ATLANTIKA,3 chambre,230 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fe2bacea77b705d5cf0c355589c20519/-/horizon-files-prod/ed/picture/qv7p7dp/c064d391bb734c23f255abe3d4527396a04bafad.jpg,"['Ouakam,', 'Dakar']","27. sept. '22, 10:39","['2', '000', '000 F Cfa']"
1252,Joli duplex F5 aux Almadies,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/32a1d1b3c74d340b4de2e98ad700cc14/-/horizon-files-prod/ed/picture/qek6dv6/668291d150672e7485ec5cfa68bc0c986c1263fa.jpg,"['Almadies,', 'Dakar']","5. mai '22, 12:24","['2', '272', '000 F Cfa']"
1253,Appartement F4 tout neu aux Almadies,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b8ef4e60b2db06b2463db8140a748fda/-/horizon-files-prod/ed/picture/qz00p6v/136e52973b5ddbdc45a8245a444ca46a312ec395.jpg,"['Almadies,', 'Dakar']","5. mai '22, 12:24","['1', '000', '000 F Cfa']"
1254,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
